,Field,Variable,Prop_Top,Min_var,Gini
2174,Medicine,Citations,12,146.0,0.8749694410662315
2175,Medicine,Citations,13,131.0,0.8749694410662315
2176,Medicine,Citations,14,119.0,0.8749694410662315
2177,Medicine,Citations,15,107.0,0.8749694410662315
2178,Medicine,Citations,16,98.0,0.8749694410662315
2179,Medicine,Citations,17,89.0,0.8749694410662315
2180,Medicine,Citations,18,82.0,0.8749694410662315
2181,Medicine,Citations,19,75.0,0.8749694410662315
2182,Medicine,Citations,20,69.0,0.8749694410662315
2183,Medicine,Citations,21,64.0,0.8749694410662315
2184,Medicine,Citations,22,59.0,0.8749694410662315
2185,Medicine,Citations,23,55.0,0.8749694410662315
2186,Medicine,Citations,24,51.0,0.8749694410662315
2187,Medicine,Citations,25,47.0,0.8749694410662315
2188,Medicine,Citations,26,44.0,0.8749694410662315
2189,Medicine,Citations,27,41.0,0.8749694410662315
2190,Medicine,Citations,28,38.0,0.8749694410662315
2191,Medicine,Citations,29,35.0,0.8749694410662315
2192,Medicine,Citations,30,33.0,0.8749694410662315
2193,Medicine,Citations,31,31.0,0.8749694410662315
2194,Medicine,Citations,32,29.0,0.8749694410662315
2195,Medicine,Citations,33,27.0,0.8749694410662315
2196,Medicine,Citations,34,25.0,0.8749694410662315
2197,Medicine,Citations,35,24.0,0.8749694410662315
2198,Medicine,Citations,36,22.0,0.8749694410662315
2199,Medicine,Citations,37,21.0,0.8749694410662315
2200,Medicine,Citations,38,19.0,0.8749694410662315
2201,Medicine,Citations,39,18.0,0.8749694410662315
2202,Medicine,Citations,40,17.0,0.8749694410662315
2203,Medicine,Citations,41,16.0,0.8749694410662315
2204,Medicine,Citations,42,15.0,0.8749694410662315
2205,Medicine,Citations,43,14.0,0.8749694410662315
2206,Medicine,Citations,44,13.0,0.8749694410662315
2207,Medicine,Citations,45,12.0,0.8749694410662315
2208,Medicine,Citations,46,11.0,0.8749694410662315
2209,Medicine,Citations,47,10.0,0.8749694410662315
2210,Medicine,Citations,48,10.0,0.8749694410662315
2211,Medicine,Citations,49,9.0,0.8749694410662315
2212,Medicine,Citations,50,8.0,0.8749694410662315
2213,Medicine,Citations,51,8.0,0.8749694410662315
2214,Medicine,Citations,52,7.0,0.8749694410662315
2215,Medicine,Citations,53,6.0,0.8749694410662315
2216,Medicine,Citations,54,6.0,0.8749694410662315
2217,Medicine,Citations,55,6.0,0.8749694410662315
2218,Medicine,Citations,56,5.0,0.8749694410662315
2219,Medicine,Citations,57,5.0,0.8749694410662315
2220,Medicine,Citations,58,4.0,0.8749694410662315
2221,Medicine,Citations,59,4.0,0.8749694410662315
2222,Medicine,Citations,60,4.0,0.8749694410662315
2223,Medicine,Citations,61,3.0,0.8749694410662315
2224,Medicine,Citations,62,3.0,0.8749694410662315
2225,Medicine,Citations,63,3.0,0.8749694410662315
2226,Medicine,Citations,64,2.0,0.8749694410662315
2227,Medicine,Citations,65,2.0,0.8749694410662315
2228,Medicine,Citations,66,2.0,0.8749694410662315
2229,Medicine,Citations,67,2.0,0.8749694410662315
2230,Medicine,Citations,68,1.0,0.8749694410662315
2231,Medicine,Citations,69,1.0,0.8749694410662315
2232,Medicine,Citations,70,1.0,0.8749694410662315
2233,Medicine,Citations,71,1.0,0.8749694410662315
2234,Medicine,Citations,72,1.0,0.8749694410662315
2235,Medicine,Citations,73,1.0,0.8749694410662315
2236,Medicine,Citations,74,1.0,0.8749694410662315
2237,Medicine,Degree,1,1135.0,0.899768558066021
2238,Medicine,Degree,2,545.0,0.899768558066021
2239,Medicine,Degree,3,361.0,0.899768558066021
2240,Medicine,Degree,4,265.0,0.899768558066021
2241,Medicine,Degree,5,207.0,0.899768558066021
2242,Medicine,Degree,6,168.0,0.899768558066021
2243,Medicine,Degree,7,141.0,0.899768558066021
2244,Medicine,Degree,8,120.0,0.899768558066021
2245,Medicine,Degree,9,105.0,0.899768558066021
2246,Medicine,Degree,10,92.0,0.899768558066021
2247,Medicine,Degree,11,82.0,0.899768558066021
2248,Medicine,Degree,12,74.0,0.899768558066021
2249,Medicine,Degree,13,67.0,0.899768558066021
2250,Medicine,Degree,14,61.0,0.899768558066021
2251,Medicine,Degree,15,55.0,0.899768558066021
2252,Medicine,Degree,16,51.0,0.899768558066021
2253,Medicine,Degree,17,47.0,0.899768558066021
2254,Medicine,Degree,18,44.0,0.899768558066021
2255,Medicine,Degree,19,40.0,0.899768558066021
2256,Medicine,Degree,20,38.0,0.899768558066021
2257,Medicine,Degree,21,35.0,0.899768558066021
2258,Medicine,Degree,22,33.0,0.899768558066021
2259,Medicine,Degree,23,31.0,0.899768558066021
2260,Medicine,Degree,24,29.0,0.899768558066021
2261,Medicine,Degree,25,28.0,0.899768558066021
2262,Medicine,Degree,26,26.0,0.899768558066021
2263,Medicine,Degree,27,25.0,0.899768558066021
2264,Medicine,Degree,28,23.0,0.899768558066021
2265,Medicine,Degree,29,22.0,0.899768558066021
2266,Medicine,Degree,30,21.0,0.899768558066021
2267,Medicine,Degree,31,20.0,0.899768558066021
2268,Medicine,Degree,32,19.0,0.899768558066021
2269,Medicine,Degree,33,18.0,0.899768558066021
2270,Medicine,Degree,34,17.0,0.899768558066021
2271,Medicine,Degree,35,17.0,0.899768558066021
2272,Medicine,Degree,36,16.0,0.899768558066021
2273,Medicine,Degree,37,15.0,0.899768558066021
2274,Medicine,Degree,38,15.0,0.899768558066021
2275,Medicine,Degree,39,14.0,0.899768558066021
2276,Medicine,Degree,40,13.0,0.899768558066021
2277,Medicine,Degree,41,13.0,0.899768558066021
2278,Medicine,Degree,42,12.0,0.899768558066021
2279,Medicine,Degree,43,12.0,0.899768558066021
2280,Medicine,Degree,44,11.0,0.899768558066021
2281,Medicine,Degree,45,11.0,0.899768558066021
2282,Medicine,Degree,46,11.0,0.899768558066021
2283,Medicine,Degree,47,10.0,0.899768558066021
2284,Medicine,Degree,48,10.0,0.899768558066021
2285,Medicine,Degree,49,9.0,0.899768558066021
2286,Medicine,Degree,50,9.0,0.899768558066021
2287,Medicine,Degree,51,9.0,0.899768558066021
2288,Medicine,Degree,52,9.0,0.899768558066021
2289,Medicine,Degree,53,8.0,0.899768558066021
2290,Medicine,Degree,54,8.0,0.899768558066021
2291,Medicine,Degree,55,8.0,0.899768558066021
2292,Medicine,Degree,56,8.0,0.899768558066021
2293,Medicine,Degree,57,7.0,0.899768558066021
2294,Medicine,Degree,58,7.0,0.899768558066021
2295,Medicine,Degree,59,7.0,0.899768558066021
2296,Medicine,Degree,60,7.0,0.899768558066021
2297,Medicine,Degree,61,6.0,0.899768558066021
2298,Medicine,Degree,62,6.0,0.899768558066021
2299,Medicine,Degree,63,6.0,0.899768558066021
2300,Medicine,Degree,64,6.0,0.899768558066021
2301,Medicine,Degree,65,6.0,0.899768558066021
2302,Medicine,Degree,66,5.0,0.899768558066021
2303,Medicine,Degree,67,5.0,0.899768558066021
2304,Medicine,Degree,68,5.0,0.899768558066021
2305,Medicine,Degree,69,5.0,0.899768558066021
2306,Medicine,Degree,70,5.0,0.899768558066021
2307,Medicine,Degree,71,5.0,0.899768558066021
2308,Medicine,Degree,72,5.0,0.899768558066021
2309,Medicine,Degree,73,4.0,0.899768558066021
2310,Medicine,Degree,74,4.0,0.899768558066021
2311,Medicine,Degree,75,4.0,0.899768558066021
2312,Medicine,Degree,76,4.0,0.899768558066021
2313,Medicine,Degree,77,4.0,0.899768558066021
2314,Medicine,Degree,78,4.0,0.899768558066021
2315,Medicine,Degree,79,4.0,0.899768558066021
2316,Medicine,Degree,80,3.0,0.899768558066021
2317,Medicine,Degree,81,3.0,0.899768558066021
2318,Medicine,Degree,82,3.0,0.899768558066021
2319,Medicine,Degree,83,3.0,0.899768558066021
2320,Medicine,Degree,84,3.0,0.899768558066021
2321,Medicine,Degree,85,3.0,0.899768558066021
2322,Medicine,Degree,86,3.0,0.899768558066021
2323,Medicine,Degree,87,2.0,0.899768558066021
2324,Medicine,Degree,88,2.0,0.899768558066021
2325,Medicine,Degree,89,2.0,0.899768558066021
2326,Medicine,Degree,90,2.0,0.899768558066021
2327,Medicine,Degree,91,2.0,0.899768558066021
2328,Medicine,Degree,92,2.0,0.899768558066021
2329,Medicine,Degree,93,2.0,0.899768558066021
2330,Medicine,Degree,94,2.0,0.899768558066021
2331,Medicine,Degree,95,1.0,0.899768558066021
2332,Philosophy,Productivity,1,11.0,0.35134898749873206
2333,Philosophy,Productivity,2,7.0,0.35134898749873206
2334,Philosophy,Productivity,3,6.0,0.35134898749873206
2335,Philosophy,Productivity,4,5.0,0.35134898749873206
2336,Philosophy,Productivity,5,4.0,0.35134898749873206
2337,Philosophy,Productivity,6,4.0,0.35134898749873206
2338,Philosophy,Productivity,7,3.0,0.35134898749873206
2339,Philosophy,Productivity,8,3.0,0.35134898749873206
2340,Philosophy,Productivity,9,3.0,0.35134898749873206
2341,Philosophy,Productivity,10,3.0,0.35134898749873206
2342,Philosophy,Productivity,11,3.0,0.35134898749873206
2343,Philosophy,Productivity,12,2.0,0.35134898749873206
2344,Philosophy,Productivity,13,2.0,0.35134898749873206
2345,Philosophy,Productivity,14,2.0,0.35134898749873206
2346,Philosophy,Productivity,15,2.0,0.35134898749873206
2347,Philosophy,Productivity,16,2.0,0.35134898749873206
2348,Philosophy,Productivity,17,2.0,0.35134898749873206
2349,Philosophy,Productivity,18,2.0,0.35134898749873206
2350,Philosophy,Productivity,19,2.0,0.35134898749873206
2351,Philosophy,Productivity,20,2.0,0.35134898749873206
2352,Philosophy,Productivity,21,2.0,0.35134898749873206
2353,Philosophy,Productivity,22,2.0,0.35134898749873206
2354,Philosophy,Productivity,23,2.0,0.35134898749873206
2355,Philosophy,Citations,1,47.0,0.9397899112545398
2356,Philosophy,Citations,2,25.0,0.9397899112545398
2357,Philosophy,Citations,3,17.0,0.9397899112545398
2358,Philosophy,Citations,4,13.0,0.9397899112545398
2359,Philosophy,Citations,5,10.0,0.9397899112545398
2360,Philosophy,Citations,6,8.0,0.9397899112545398
2361,Philosophy,Citations,7,7.0,0.9397899112545398
2362,Philosophy,Citations,8,6.0,0.9397899112545398
2363,Philosophy,Citations,9,5.0,0.9397899112545398
2364,Philosophy,Citations,10,4.0,0.9397899112545398
2365,Philosophy,Citations,11,4.0,0.9397899112545398
2366,Philosophy,Citations,12,3.0,0.9397899112545398
2367,Philosophy,Citations,13,3.0,0.9397899112545398
2368,Philosophy,Citations,14,2.0,0.9397899112545398
2369,Philosophy,Citations,15,2.0,0.9397899112545398
2370,Philosophy,Citations,16,2.0,0.9397899112545398
2371,Philosophy,Citations,17,2.0,0.9397899112545398
2372,Philosophy,Citations,18,2.0,0.9397899112545398
2373,Philosophy,Citations,19,1.0,0.9397899112545398
2374,Philosophy,Citations,20,1.0,0.9397899112545398
2375,Philosophy,Citations,21,1.0,0.9397899112545398
2376,Philosophy,Citations,22,1.0,0.9397899112545398
2377,Philosophy,Citations,23,1.0,0.9397899112545398
2378,Philosophy,Citations,24,1.0,0.9397899112545398
2379,Philosophy,Citations,25,1.0,0.9397899112545398
2380,Philosophy,Citations,26,1.0,0.9397899112545398
2381,Philosophy,Citations,27,1.0,0.9397899112545398
2382,Philosophy,Citations,28,1.0,0.9397899112545398
2383,Philosophy,Degree,1,128.0,0.7081972758501902
2384,Philosophy,Degree,2,66.0,0.7081972758501902
2385,Philosophy,Degree,3,48.0,0.7081972758501902
2386,Philosophy,Degree,4,40.0,0.7081972758501902
2387,Philosophy,Degree,5,34.0,0.7081972758501902
2388,Philosophy,Degree,6,28.0,0.7081972758501902
2389,Philosophy,Degree,7,26.0,0.7081972758501902
2390,Philosophy,Degree,8,24.0,0.7081972758501902
2391,Philosophy,Degree,9,22.0,0.7081972758501902
2392,Philosophy,Degree,10,20.0,0.7081972758501902
2393,Philosophy,Degree,11,18.0,0.7081972758501902
2394,Philosophy,Degree,12,16.0,0.7081972758501902
2395,Philosophy,Degree,13,16.0,0.7081972758501902
2396,Philosophy,Degree,14,16.0,0.7081972758501902
2397,Philosophy,Degree,15,14.0,0.7081972758501902
2398,Philosophy,Degree,16,14.0,0.7081972758501902
2399,Philosophy,Degree,17,12.0,0.7081972758501902
2400,Philosophy,Degree,18,12.0,0.7081972758501902
2401,Philosophy,Degree,19,12.0,0.7081972758501902
2402,Philosophy,Degree,20,12.0,0.7081972758501902
2403,Philosophy,Degree,21,10.0,0.7081972758501902
2404,Philosophy,Degree,22,10.0,0.7081972758501902
2405,Philosophy,Degree,23,10.0,0.7081972758501902
2406,Philosophy,Degree,24,10.0,0.7081972758501902
2407,Philosophy,Degree,25,10.0,0.7081972758501902
2408,Philosophy,Degree,26,10.0,0.7081972758501902
2409,Philosophy,Degree,27,8.0,0.7081972758501902
2410,Philosophy,Degree,28,8.0,0.7081972758501902
2411,Philosophy,Degree,29,8.0,0.7081972758501902
2412,Philosophy,Degree,30,8.0,0.7081972758501902
2413,Philosophy,Degree,31,8.0,0.7081972758501902
2414,Philosophy,Degree,32,8.0,0.7081972758501902
2415,Philosophy,Degree,33,8.0,0.7081972758501902
2416,Philosophy,Degree,34,8.0,0.7081972758501902
2417,Philosophy,Degree,35,6.0,0.7081972758501902
2418,Philosophy,Degree,36,6.0,0.7081972758501902
2419,Philosophy,Degree,37,6.0,0.7081972758501902
2420,Philosophy,Degree,38,6.0,0.7081972758501902
2421,Philosophy,Degree,39,6.0,0.7081972758501902
2422,Philosophy,Degree,40,6.0,0.7081972758501902
2423,Philosophy,Degree,41,6.0,0.7081972758501902
2424,Philosophy,Degree,42,6.0,0.7081972758501902
2425,Philosophy,Degree,43,6.0,0.7081972758501902
2426,Philosophy,Degree,44,6.0,0.7081972758501902
2427,Philosophy,Degree,45,6.0,0.7081972758501902
2428,Philosophy,Degree,46,6.0,0.7081972758501902
2429,Philosophy,Degree,47,4.0,0.7081972758501902
2430,Philosophy,Degree,48,4.0,0.7081972758501902
2431,Philosophy,Degree,49,4.0,0.7081972758501902
2432,Philosophy,Degree,50,4.0,0.7081972758501902
2433,Philosophy,Degree,51,4.0,0.7081972758501902
2434,Philosophy,Degree,52,4.0,0.7081972758501902
2435,Philosophy,Degree,53,4.0,0.7081972758501902
2436,Philosophy,Degree,54,4.0,0.7081972758501902
2437,Philosophy,Degree,55,4.0,0.7081972758501902
2438,Philosophy,Degree,56,4.0,0.7081972758501902
2439,Philosophy,Degree,57,4.0,0.7081972758501902
2440,Physics,Productivity,1,43.0,0.6398223582850816
2441,Physics,Productivity,2,25.0,0.6398223582850816
2442,Physics,Productivity,3,18.0,0.6398223582850816
2443,Physics,Productivity,4,14.0,0.6398223582850816
2444,Physics,Productivity,5,11.0,0.6398223582850816
2445,Physics,Productivity,6,9.0,0.6398223582850816
2446,Physics,Productivity,7,8.0,0.6398223582850816
2447,Physics,Productivity,8,7.0,0.6398223582850816
2448,Physics,Productivity,9,6.0,0.6398223582850816
2449,Physics,Productivity,10,6.0,0.6398223582850816
2450,Physics,Productivity,11,5.0,0.6398223582850816
2451,Physics,Productivity,12,5.0,0.6398223582850816
2452,Physics,Productivity,13,4.0,0.6398223582850816
2453,Physics,Productivity,14,4.0,0.6398223582850816
2454,Physics,Productivity,15,4.0,0.6398223582850816
2455,Physics,Productivity,16,3.0,0.6398223582850816
2456,Physics,Productivity,17,3.0,0.6398223582850816
2457,Physics,Productivity,18,3.0,0.6398223582850816
2458,Physics,Productivity,19,3.0,0.6398223582850816
2459,Physics,Productivity,20,3.0,0.6398223582850816
2460,Physics,Productivity,21,3.0,0.6398223582850816
2461,Physics,Productivity,22,2.0,0.6398223582850816
2462,Physics,Productivity,23,2.0,0.6398223582850816
2463,Physics,Productivity,24,2.0,0.6398223582850816
2464,Physics,Productivity,25,2.0,0.6398223582850816
2465,Physics,Productivity,26,2.0,0.6398223582850816
2466,Physics,Productivity,27,2.0,0.6398223582850816
2467,Physics,Productivity,28,2.0,0.6398223582850816
2468,Physics,Productivity,29,2.0,0.6398223582850816
2469,Physics,Productivity,30,2.0,0.6398223582850816
2470,Physics,Productivity,31,2.0,0.6398223582850816
2471,Physics,Productivity,32,2.0,0.6398223582850816
2472,Physics,Productivity,33,2.0,0.6398223582850816
2473,Physics,Productivity,34,2.0,0.6398223582850816
2474,Physics,Productivity,35,2.0,0.6398223582850816
2475,Physics,Citations,1,1131.0,0.9401640786560097
2476,Physics,Citations,2,545.0,0.9401640786560097
2477,Physics,Citations,3,348.0,0.9401640786560097
2478,Physics,Citations,4,249.0,0.9401640786560097
2479,Physics,Citations,5,189.0,0.9401640786560097
2480,Physics,Citations,6,150.0,0.9401640786560097
2481,Physics,Citations,7,122.0,0.9401640786560097
2482,Physics,Citations,8,101.0,0.9401640786560097
2483,Physics,Citations,9,85.0,0.9401640786560097
2484,Physics,Citations,10,73.0,0.9401640786560097
2485,Physics,Citations,11,63.0,0.9401640786560097
2486,Physics,Citations,12,55.0,0.9401640786560097
2487,Physics,Citations,13,48.0,0.9401640786560097
2488,Physics,Citations,14,42.0,0.9401640786560097
2489,Physics,Citations,15,37.0,0.9401640786560097
2490,Physics,Citations,16,33.0,0.9401640786560097
2491,Physics,Citations,17,29.0,0.9401640786560097
2492,Physics,Citations,18,26.0,0.9401640786560097
2493,Physics,Citations,19,24.0,0.9401640786560097
2494,Physics,Citations,20,21.0,0.9401640786560097
2495,Physics,Citations,21,19.0,0.9401640786560097
2496,Physics,Citations,22,17.0,0.9401640786560097
2497,Physics,Citations,23,15.0,0.9401640786560097
2498,Physics,Citations,24,14.0,0.9401640786560097
2499,Physics,Citations,25,13.0,0.9401640786560097
2500,Physics,Citations,26,11.0,0.9401640786560097
2501,Physics,Citations,27,10.0,0.9401640786560097
2502,Physics,Citations,28,9.0,0.9401640786560097
2503,Physics,Citations,29,8.0,0.9401640786560097
2504,Physics,Citations,30,8.0,0.9401640786560097
2505,Physics,Citations,31,7.0,0.9401640786560097
2506,Physics,Citations,32,6.0,0.9401640786560097
2507,Physics,Citations,33,6.0,0.9401640786560097
2508,Physics,Citations,34,5.0,0.9401640786560097
2509,Physics,Citations,35,5.0,0.9401640786560097
2510,Physics,Citations,36,4.0,0.9401640786560097
2511,Physics,Citations,37,4.0,0.9401640786560097
2512,Physics,Citations,38,3.0,0.9401640786560097
2513,Physics,Citations,39,3.0,0.9401640786560097
2514,Physics,Citations,40,3.0,0.9401640786560097
2515,Physics,Citations,41,2.0,0.9401640786560097
2516,Physics,Citations,42,2.0,0.9401640786560097
2517,Physics,Citations,43,2.0,0.9401640786560097
2518,Physics,Citations,44,2.0,0.9401640786560097
2519,Physics,Citations,45,2.0,0.9401640786560097
2520,Physics,Citations,46,1.0,0.9401640786560097
2521,Physics,Citations,47,1.0,0.9401640786560097
2522,Physics,Citations,48,1.0,0.9401640786560097
2523,Physics,Citations,49,1.0,0.9401640786560097
2524,Physics,Citations,50,1.0,0.9401640786560097
2525,Physics,Citations,51,1.0,0.9401640786560097
2526,Physics,Citations,52,1.0,0.9401640786560097
2527,Physics,Citations,53,1.0,0.9401640786560097
2528,Physics,Degree,1,43.0,0.6398223582850816
2529,Physics,Degree,2,25.0,0.6398223582850816
2530,Physics,Degree,3,18.0,0.6398223582850816
2531,Physics,Degree,4,14.0,0.6398223582850816
2532,Physics,Degree,5,11.0,0.6398223582850816
2533,Physics,Degree,6,9.0,0.6398223582850816
2534,Physics,Degree,7,8.0,0.6398223582850816
2535,Physics,Degree,8,7.0,0.6398223582850816
2536,Physics,Degree,9,6.0,0.6398223582850816
2537,Physics,Degree,10,6.0,0.6398223582850816
2538,Physics,Degree,11,5.0,0.6398223582850816
2539,Physics,Degree,12,5.0,0.6398223582850816
2540,Physics,Degree,13,4.0,0.6398223582850816
2541,Physics,Degree,14,4.0,0.6398223582850816
2542,Physics,Degree,15,4.0,0.6398223582850816
2543,Physics,Degree,16,3.0,0.6398223582850816
2544,Physics,Degree,17,3.0,0.6398223582850816
2545,Physics,Degree,18,3.0,0.6398223582850816
2546,Physics,Degree,19,3.0,0.6398223582850816
2547,Physics,Degree,20,3.0,0.6398223582850816
2548,Physics,Degree,21,3.0,0.6398223582850816
2549,Physics,Degree,22,2.0,0.6398223582850816
2550,Physics,Degree,23,2.0,0.6398223582850816
2551,Physics,Degree,24,2.0,0.6398223582850816
2552,Physics,Degree,25,2.0,0.6398223582850816
2553,Physics,Degree,26,2.0,0.6398223582850816
2554,Physics,Degree,27,2.0,0.6398223582850816
2555,Physics,Degree,28,2.0,0.6398223582850816
2556,Physics,Degree,29,2.0,0.6398223582850816
2557,Physics,Degree,30,2.0,0.6398223582850816
2558,Physics,Degree,31,2.0,0.6398223582850816
2559,Physics,Degree,32,2.0,0.6398223582850816
2560,Physics,Degree,33,2.0,0.6398223582850816
2561,Physics,Degree,34,2.0,0.6398223582850816
2562,Physics,Degree,35,2.0,0.6398223582850816
2563,Political Science,Productivity,1,13.0,0.3916172597186915
2564,Political Science,Productivity,2,9.0,0.3916172597186915
2565,Political Science,Productivity,3,7.0,0.3916172597186915
2566,Political Science,Productivity,4,6.0,0.3916172597186915
2567,Political Science,Productivity,5,5.0,0.3916172597186915
2568,Political Science,Productivity,6,4.0,0.3916172597186915
2569,Political Science,Productivity,7,4.0,0.3916172597186915
2570,Political Science,Productivity,8,4.0,0.3916172597186915
2571,Political Science,Productivity,9,3.0,0.3916172597186915
2572,Political Science,Productivity,10,3.0,0.3916172597186915
2573,Political Science,Productivity,11,3.0,0.3916172597186915
2574,Political Science,Productivity,12,3.0,0.3916172597186915
2575,Political Science,Productivity,13,3.0,0.3916172597186915
2576,Political Science,Productivity,14,2.0,0.3916172597186915
2577,Political Science,Productivity,15,2.0,0.3916172597186915
2578,Political Science,Productivity,16,2.0,0.3916172597186915
2579,Political Science,Productivity,17,2.0,0.3916172597186915
2580,Political Science,Productivity,18,2.0,0.3916172597186915
2581,Political Science,Productivity,19,2.0,0.3916172597186915
2582,Political Science,Productivity,20,2.0,0.3916172597186915
2583,Political Science,Productivity,21,2.0,0.3916172597186915
2584,Political Science,Productivity,22,2.0,0.3916172597186915
2585,Political Science,Productivity,23,2.0,0.3916172597186915
2586,Political Science,Productivity,24,2.0,0.3916172597186915
2587,Political Science,Productivity,25,2.0,0.3916172597186915
2588,Political Science,Citations,1,139.0,0.932589100400831
2589,Political Science,Citations,2,73.0,0.932589100400831
2590,Political Science,Citations,3,48.0,0.932589100400831
2591,Political Science,Citations,4,36.0,0.932589100400831
2592,Political Science,Citations,5,28.0,0.932589100400831
2593,Political Science,Citations,6,22.0,0.932589100400831
2594,Political Science,Citations,7,18.0,0.932589100400831
2595,Political Science,Citations,8,16.0,0.932589100400831
2596,Political Science,Citations,9,13.0,0.932589100400831
2597,Political Science,Citations,10,11.0,0.932589100400831
2598,Political Science,Citations,11,10.0,0.932589100400831
2599,Political Science,Citations,12,9.0,0.932589100400831
2600,Political Science,Citations,13,8.0,0.932589100400831
2601,Political Science,Citations,14,7.0,0.932589100400831
2602,Political Science,Citations,15,6.0,0.932589100400831
2603,Political Science,Citations,16,5.0,0.932589100400831
2604,Political Science,Citations,17,5.0,0.932589100400831
2605,Political Science,Citations,18,4.0,0.932589100400831
2606,Political Science,Citations,19,4.0,0.932589100400831
2607,Political Science,Citations,20,4.0,0.932589100400831
2608,Political Science,Citations,21,3.0,0.932589100400831
2609,Political Science,Citations,22,3.0,0.932589100400831
2610,Political Science,Citations,23,3.0,0.932589100400831
2611,Political Science,Citations,24,2.0,0.932589100400831
2612,Political Science,Citations,25,2.0,0.932589100400831
2613,Political Science,Citations,26,2.0,0.932589100400831
2614,Political Science,Citations,27,2.0,0.932589100400831
2615,Political Science,Citations,28,2.0,0.932589100400831
2616,Political Science,Citations,29,2.0,0.932589100400831
2617,Political Science,Citations,30,1.0,0.932589100400831
2618,Political Science,Citations,31,1.0,0.932589100400831
2619,Political Science,Citations,32,1.0,0.932589100400831
2620,Political Science,Citations,33,1.0,0.932589100400831
2621,Political Science,Citations,34,1.0,0.932589100400831
2622,Political Science,Citations,35,1.0,0.932589100400831
2623,Political Science,Citations,36,1.0,0.932589100400831
2624,Political Science,Citations,37,1.0,0.932589100400831
2625,Political Science,Citations,38,1.0,0.932589100400831
2626,Political Science,Citations,39,1.0,0.932589100400831
2627,Political Science,Degree,1,150.0,0.6919304826576148
2628,Political Science,Degree,2,92.0,0.6919304826576148
2629,Political Science,Degree,3,68.0,0.6919304826576148
2630,Political Science,Degree,4,56.0,0.6919304826576148
2631,Political Science,Degree,5,48.0,0.6919304826576148
2632,Political Science,Degree,6,42.0,0.6919304826576148
2633,Political Science,Degree,7,36.0,0.6919304826576148
2634,Political Science,Degree,8,32.0,0.6919304826576148
2635,Political Science,Degree,9,30.0,0.6919304826576148
2636,Political Science,Degree,10,28.0,0.6919304826576148
2637,Political Science,Degree,11,26.0,0.6919304826576148
2638,Political Science,Degree,12,24.0,0.6919304826576148
2639,Political Science,Degree,13,22.0,0.6919304826576148
2640,Political Science,Degree,14,20.0,0.6919304826576148
2641,Political Science,Degree,15,20.0,0.6919304826576148
2642,Political Science,Degree,16,18.0,0.6919304826576148
2643,Political Science,Degree,17,18.0,0.6919304826576148
2644,Political Science,Degree,18,16.0,0.6919304826576148
2645,Political Science,Degree,19,16.0,0.6919304826576148
2646,Political Science,Degree,20,14.0,0.6919304826576148
2647,Political Science,Degree,21,14.0,0.6919304826576148
2648,Political Science,Degree,22,14.0,0.6919304826576148
2649,Political Science,Degree,23,12.0,0.6919304826576148
2650,Political Science,Degree,24,12.0,0.6919304826576148
2651,Political Science,Degree,25,12.0,0.6919304826576148
2652,Political Science,Degree,26,12.0,0.6919304826576148
2653,Political Science,Degree,27,10.0,0.6919304826576148
2654,Political Science,Degree,28,10.0,0.6919304826576148
2655,Political Science,Degree,29,10.0,0.6919304826576148
2656,Political Science,Degree,30,10.0,0.6919304826576148
2657,Political Science,Degree,31,10.0,0.6919304826576148
2658,Political Science,Degree,32,8.0,0.6919304826576148
2659,Political Science,Degree,33,8.0,0.6919304826576148
2660,Political Science,Degree,34,8.0,0.6919304826576148
2661,Political Science,Degree,35,8.0,0.6919304826576148
2662,Political Science,Degree,36,8.0,0.6919304826576148
2663,Political Science,Degree,37,8.0,0.6919304826576148
2664,Political Science,Degree,38,8.0,0.6919304826576148
2665,Political Science,Degree,39,8.0,0.6919304826576148
2666,Political Science,Degree,40,6.0,0.6919304826576148
2667,Political Science,Degree,41,6.0,0.6919304826576148
2668,Political Science,Degree,42,6.0,0.6919304826576148
2669,Political Science,Degree,43,6.0,0.6919304826576148
2670,Political Science,Degree,44,6.0,0.6919304826576148
2671,Political Science,Degree,45,6.0,0.6919304826576148
2672,Political Science,Degree,46,6.0,0.6919304826576148
2673,Political Science,Degree,47,6.0,0.6919304826576148
2674,Political Science,Degree,48,6.0,0.6919304826576148
2675,Political Science,Degree,49,6.0,0.6919304826576148
2676,Political Science,Degree,50,6.0,0.6919304826576148
2677,Political Science,Degree,51,4.0,0.6919304826576148
2678,Political Science,Degree,52,4.0,0.6919304826576148
2679,Political Science,Degree,53,4.0,0.6919304826576148
2680,Political Science,Degree,54,4.0,0.6919304826576148
2681,Political Science,Degree,55,4.0,0.6919304826576148
2682,Political Science,Degree,56,4.0,0.6919304826576148
2683,Political Science,Degree,57,4.0,0.6919304826576148
2684,Political Science,Degree,58,4.0,0.6919304826576148
2685,Political Science,Degree,59,4.0,0.6919304826576148
2686,Political Science,Degree,60,4.0,0.6919304826576148
2687,Political Science,Degree,61,4.0,0.6919304826576148
2688,Political Science,Degree,62,4.0,0.6919304826576148
2689,Political Science,Degree,63,4.0,0.6919304826576148
2690,Political Science,Degree,64,4.0,0.6919304826576148
2691,Psychology,Productivity,1,20.0,0.4827294601282139
2692,Psychology,Productivity,2,13.0,0.4827294601282139
