Field,Variable,Percentage,Gender,Prop_Top,Representation
Mathematics,Productivity,0.8067071418928976,male,45,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,46,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,46,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,47,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,47,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,48,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,48,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,49,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,49,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,50,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,50,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,51,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,51,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,52,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,52,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,53,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,53,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,54,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,54,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,55,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,55,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,56,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,56,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,57,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,57,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,58,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,58,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,59,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,59,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,60,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,60,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,61,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,61,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,62,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,62,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,63,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,63,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,64,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,64,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,65,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,65,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,66,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,66,0.9990178050777977
Mathematics,Productivity,0.1932928581071024,female,67,1.0041201233740726
Mathematics,Productivity,0.8067071418928976,male,67,0.9990178050777977
