Field,Variable,Percentage,Gender,Prop_Top,Representation
Engineering,Degree,0.16634347737112,female,65,0.8957678777150785
Engineering,Degree,0.83365652262888,male,65,1.0237698843999048
Engineering,Degree,0.16634347737112,female,66,0.8957678777150785
Engineering,Degree,0.83365652262888,male,66,1.0237698843999048
Engineering,Degree,0.16634347737112,female,67,0.8957678777150785
Engineering,Degree,0.83365652262888,male,67,1.0237698843999048
Engineering,Degree,0.16634347737112,female,68,0.8957678777150785
Engineering,Degree,0.83365652262888,male,68,1.0237698843999048
Engineering,Degree,0.16634347737112,female,69,0.8957678777150785
Engineering,Degree,0.83365652262888,male,69,1.0237698843999048
Engineering,Degree,0.16634347737112,female,70,0.8957678777150785
Engineering,Degree,0.83365652262888,male,70,1.0237698843999048
Engineering,Degree,0.16634347737112,female,71,0.8957678777150785
Engineering,Degree,0.83365652262888,male,71,1.0237698843999048
Engineering,Degree,0.16634347737112,female,72,0.8957678777150785
Engineering,Degree,0.83365652262888,male,72,1.0237698843999048
Engineering,Degree,0.16634347737112,female,73,0.8957678777150785
Engineering,Degree,0.83365652262888,male,73,1.0237698843999048
Engineering,Degree,0.16634347737112,female,74,0.8957678777150785
Engineering,Degree,0.83365652262888,male,74,1.0237698843999048
Engineering,Degree,0.17419585912658622,female,75,0.9380533430141451
Engineering,Degree,0.8258041408734138,male,75,1.0141267859008887
Engineering,Degree,0.17419585912658622,female,76,0.9380533430141451
Engineering,Degree,0.8258041408734138,male,76,1.0141267859008887
Engineering,Degree,0.17419585912658622,female,77,0.9380533430141451
Engineering,Degree,0.8258041408734138,male,77,1.0141267859008887
